price,region,address,bedrooms,bathrooms
"689,900","Hamilton, ON","346 East 15th Street, Hamilton, Ontario",3 + 1,3
"579,900","Hamilton, ON","22 120 Quigley Road, Hamilton, Ontario",3,2
"799,900","Hamilton, ON","45 CAMPBELL AVE, Hamilton, Ontario",4 + 2,2
"899,000","Hamilton, ON","74 WALTER AVE N, Hamilton, Ontario",2 + 1,2
"829,900","Hamilton, ON","229 WALTER AVE N, Hamilton, Ontario",3,2
"550,000","Hamilton, ON","2 WHITFIELD AVE, Hamilton, Ontario",3,1
"642,800","Hamilton, ON","#1206 -15 QUEEN ST S, Hamilton, Ontario",1 + 1,1
"1,395,000","Hamilton, ON","LOT440L HAGER CREEK TERR, Hamilton, Ontario",4,3
"849,997","Hamilton, ON","428 DUNDURN ST S, Hamilton, Ontario",3,1
"849,900","Hamilton, ON","3 Witherspoon Street, Dundas, Ontario",3,2
"899,900","Hamilton, ON","164 BRENTWOOD DR, Hamilton, Ontario",3 + 3,2
"849,000","Hamilton, ON","8 Banff Drive, Hamilton, Ontario",3,2
"698,800","Hamilton, ON","33 CLARENDON AVE, Hamilton, Ontario",3,2
"849,900","Hamilton, ON","32 DESCHENE AVE, Hamilton, Ontario",3,2
"1,200,000","Hamilton, ON","111 SILVERSPRING CRES, Hamilton, Ontario",2 + 2,3
"1,219,900","Hamilton, ON","15 Spitfire Drive, Mount Hope, Ontario",3 + 3,3
"899,000","Hamilton, ON","26 NEWLOVE ST, Hamilton, Ontario",3,3
"999,900","Hamilton, ON","12 CANFIELD CRT, Hamilton, Ontario",3 + 1,3
"949,988","Hamilton, ON","52 GREENWICH AVE, Hamilton, Ontario",3,3
"899,000","Hamilton, ON","74 WALTER Avenue N, Hamilton, Ontario",2 + 1,2
"799,900","Hamilton, ON","88 TISDALE ST S, Hamilton, Ontario",3 + 2,2
"959,000","Hamilton, ON","125 Wellington Street S, Hamilton, Ontario",2 + 1,3
"829,900","Hamilton, ON","229 WALTER Avenue N, Hamilton, Ontario",3 + 0,2
"999,990","Hamilton, ON","17 Kingsway Drive, Hamilton, Ontario",3,2
"799,900","Hamilton, ON","449 Herkimer Street, Hamilton, Ontario",2 + 2,2
"550,000","Hamilton, ON","2 Whitfield Avenue, Hamilton, Ontario",3,1
"449,000","Hamilton, ON","9 MUNN Street, Hamilton, Ontario",,
"949,988","Hamilton, ON","52 Greenwich Avenue, Stoney Creek, Ontario",3,3
"829,900","Hamilton, ON","44 BUNKER HILL Drive, Hamilton, Ontario",3 + 1,2
"899,990","Hamilton, ON","296 BEDROCK DR, Hamilton, Ontario",3,3
"899,900","Hamilton, ON","34 KENNEDY AVE, Hamilton, Ontario",2,2
"1,049,990","Hamilton, ON","1430 UPPER GAGE AVE, Hamilton, Ontario",3 + 2,3
"1,799,999","Hamilton, ON","59 GRETI DR, Hamilton, Ontario",5,4
"899,000","Hamilton, ON","#191 -30 TIMES SQUARE BLVD, Hamilton, Ontario",3,4
"849,900","Hamilton, ON","304 SOUTHBROOK DR, Hamilton, Ontario",3,3
"1,649,900","Hamilton, ON","24 ARMOUR CRES, Hamilton, Ontario",4 + 1,4
"649,900","Hamilton, ON","155 HIXON RD, Hamilton, Ontario",3,1
"2,599,999","Hamilton, ON","87 SEABREEZE Crescent, Stoney Creek, Ontario",5,5
"1,050,000","Hamilton, ON","35 Callon Drive, Ancaster, Ontario",3,3
"799,000","Hamilton, ON","70 PELICAN LANE, Hamilton, Ontario",3,3
"799,900","Hamilton, ON","45 Campbell Avenue, Hamilton, Ontario",4,2
"999,999","Hamilton, ON","147 WATSONS LANE, Hamilton, Ontario",4 + 1,4
"799,900","Hamilton, ON","88 TISDALE Street S, Hamilton, Ontario",3 + 2,2
"899,900","Hamilton, ON","164 BRENTWOOD Drive, Hamilton, Ontario",3 + 3,2
"849,900","Hamilton, ON","32 DESCHENE Avenue, Hamilton, Ontario",3,2
"1,059,990","Hamilton, ON","9 Garlent Avenue, Ancaster, Ontario",3,3
"899,900","Hamilton, ON","34 KENNEDY Avenue, Hamilton, Ontario",,
"899,900","Hamilton, ON","34 KENNEDY Avenue, Hamilton, Ontario",2,2
"1,200,000","Hamilton, ON","111 Silverspring Crescent, Stoney Creek, Ontario",2 + 2,3
"849,997","Hamilton, ON","428 DUNDURN Street S, Hamilton, Ontario",3,1
"849,900","Hamilton, ON","227 WOODS ST E, Hamilton, Ontario",3,4
"799,900","Hamilton, ON","36 NISBET BLVD, Hamilton, Ontario",2,3
"1,799,999","Hamilton, ON","59 Greti Drive, Hamilton, Ontario",5,4
"899,000","Hamilton, ON","191 30 Times Square Boulevard, Stoney Creek, Ontario",3,4
"999,900","Hamilton, ON","12 Canfield Court, Stoney Creek, Ontario",3 + 1,3
"699,900","Hamilton, ON","44 DAYMAN DR, Hamilton, Ontario",3,3
"679,000","Hamilton, ON","384 East 21st Street, Hamilton, Ontario",3,1
"1,049,990","Hamilton, ON","1430 Upper Gage Avenue, Hamilton, Ontario",3 + 2,3
"999,999","Hamilton, ON","147 WATSONS Lane, Dundas, Ontario",4 + 1,4
"799,900","Hamilton, ON","36 Nisbet Boulevard, Waterdown, Ontario",2,3
"800,000","Hamilton, ON","74 FALL FAIR WAY, Hamilton, Ontario",3,4
"849,900","Hamilton, ON","227 WOOD Street E, Hamilton, Ontario",3,4
"1,479,000","Hamilton, ON","3 San Pedro Drive, Hamilton, Ontario",4,4
"649,000","Hamilton, ON","##408 -35 SOUTHSHORE CRES, Hamilton, Ontario",2,1
"350,000","Hamilton, ON","#408 -1950 MAIN ST W, Hamilton, Ontario",1,1
"899,900","Hamilton, ON","85 HUGILL WAY, Hamilton, Ontario",2,2
"699,900","Hamilton, ON","44 DAYMAN Drive, Ancaster, Ontario",3,3
"3,400,000","Hamilton, ON","110 JONES RD, Hamilton, Ontario",0,
"1,599,900","Hamilton, ON","338 Windwood Drive, Binbrook, Ontario",4,4
"899,900","Hamilton, ON","85 HUGILL Way, Waterdown, Ontario",2 + 0,2
"1,639,999","Hamilton, ON","39 MCKNIGHT Avenue, Waterdown, Ontario",4 + 0,4
"599,000","Hamilton, ON","118 BIRMINGHAM Street, Hamilton, Ontario",5 + 1,3
"429,900","Hamilton, ON","#507 -9 GRANT BLVD, Hamilton, Ontario",2,1
"499,900","Hamilton, ON","172 LONDON ST N, Hamilton, Ontario",2,1
"259,900","Hamilton, ON","#8 -4 ROBINSON ST, Hamilton, Ontario",2,1
"1,199,999","Hamilton, ON","365 FIDDLERS GREEN RD, Hamilton, Ontario",3 + 1,2
"39,000,000","Hamilton, ON","721 MUD ST E, Hamilton, Ontario",,
"1,590,000","Hamilton, ON","81 MAGNIFICENT WAY, Hamilton, Ontario",3 + 2,3
"999,900","Hamilton, ON","147 MONTREAL CIRC, Hamilton, Ontario",4 + 1,4
"699,900","Hamilton, ON","113 WEST 5TH ST, Hamilton, Ontario",4 + 3,3
"699,905","Hamilton, ON","408 CANNON ST E, Hamilton, Ontario",4,2
"489,900","Hamilton, ON","23 2700 BARTON Street E, Hamilton, Ontario",3,2
"1,590,000","Hamilton, ON","81 MAGNIFICENT Way, Binbrook, Ontario",3 + 2,3
"1,599,900","Hamilton, ON","2670 JERSEYVILLE Road W, Hamilton, Ontario",5 + 0,4
"699,905","Hamilton, ON","408 CANNON Street E, Hamilton, Ontario",4,2
"429,900","Hamilton, ON","507 9 GRANT Boulevard, Dundas, Ontario",2,1
"3,400,000","Hamilton, ON","110 Jones Road, Stoney Creek, Ontario",,
"788,800","Hamilton, ON","#8 -35 MIDHURST HTS, Hamilton, Ontario",3,3
"1,649,900","Hamilton, ON","6361 TWENTY RD E, Hamilton, Ontario",4,4
"1,649,000","Hamilton, ON","200 RAYMOND RD, Hamilton, Ontario",4,3
"800,000","Hamilton, ON","62 Lake Avenue N, Hamilton, Ontario",3 + 1,2
"788,800","Hamilton, ON","35 MIDHURST Heights Unit# 8, Stoney Creek, Ontario",3 + 0,3
"799,000","Hamilton, ON","49 NISBET BLVD, Hamilton, Ontario",3,2
"699,900","Hamilton, ON","487 BURLINGTON ST E, Hamilton, Ontario",,
"1,479,500","Hamilton, ON","2 ROMAR DR, Hamilton, Ontario",3 + 1,3
"799,000","Hamilton, ON","35 BENEMAR Court, Hamilton, Ontario",3 + 2,3
"949,900","Hamilton, ON","83 HANNON CRES, Hamilton, Ontario",2 + 2,3
"599,000","Hamilton, ON","#G3 -500 STONE CHURCH RD W, Hamilton, Ontario",3,3
"679,900","Hamilton, ON","807 2000 CREEKSIDE Drive, Dundas, Ontario",2,2
"699,900","Hamilton, ON","113 West 5th Street, Hamilton, Ontario",4 + 3,3
"1,479,500","Hamilton, ON","2 Romar Drive, Dundas, Ontario",3 + 1,3
"999,900","Hamilton, ON","147 Montreal Circle, Stoney Creek, Ontario",4 + 1,4
"949,900","Hamilton, ON","83 HANNON Crescent, Hamilton, Ontario",2 + 2,3
"1,649,900","Hamilton, ON","6361 TWENTY Road E, Glanbrook, Ontario",4,4
"799,999","Hamilton, ON","535 MOHAWK Road W, Hamilton, Ontario",4 + 0,1
"599,000","Hamilton, ON","G3 500 Stone Church Road W, Hamilton, Ontario",3,3
"699,999","Hamilton, ON","859 UPPER OTTAWA Street, Hamilton, Ontario",2 + 1,2
"799,000","Hamilton, ON","49 NISBET Boulevard, Waterdown, Ontario",3 + 0,2
"965,000","Hamilton, ON","1233 KING ST W, Hamilton, Ontario",5 + 1,2
"2,475,000","Hamilton, ON","110 FIRST RD W, Hamilton, Ontario",7,6
"1,199,999","Hamilton, ON","365 FIDDLERS GREEN Road, Ancaster, Ontario",3 + 1,2
"849,000","Hamilton, ON","590 NORTH SERVICE Road Unit# 52, Hamilton, Ontario",2 + 0,2
"1,299,900","Hamilton, ON","77 CREANONA BLVD, Stoney Creek, Ontario",2 + 1,2
"850,000","Hamilton, ON","37 IDLEWOOD Avenue, Hamilton, Ontario",3 + 2,2
"2,475,000","Hamilton, ON","110 FIRST Road W, Stoney Creek, Ontario",7,6
"699,900","Hamilton, ON","#10 -8 BRADLEY AVE, Hamilton, Ontario",2,1
"899,000","Hamilton, ON","100 GREEN MOUNTAIN RD E, Hamilton, Ontario",4,4
"1,850,000","Hamilton, ON","253 CRAFTER CRES, Hamilton, Ontario",4 + 2,6
"1,299,900","Hamilton, ON","77 CREANONA BLVD, Hamilton, Ontario",2 + 1,2
"799,900","Hamilton, ON","#601 -181 JAMES ST N, Hamilton, Ontario",2,2
"1,399,900","Hamilton, ON","247 6TH CONCESSION RD E, Hamilton, Ontario",2 + 4,2
"999,900","Hamilton, ON","271 5 Highway W, Dundas, Ontario",3,1
"699,900","Hamilton, ON","10 8 Bradley Avenue, Glanbrook, Ontario",2,1
"899,900","Hamilton, ON","568 MOHAWK RD W, Hamilton, Ontario",3 + 3,2
"899,000","Hamilton, ON","100 GREEN MOUNTAIN Road E, Stoney Creek, Ontario",4,2
"1,399,900","Hamilton, ON","247 6TH CONC Road E, Flamborough, Ontario",2 + 4,3
"789,900","Hamilton, ON","52 ELLINGWOOD AVE, Hamilton, Ontario",3 + 1,3
"1,249,900","Hamilton, ON","48 BRENTWOOD Drive, Hamilton, Ontario",2 + 1,2
"789,900","Hamilton, ON","52 Ellingwood Avenue, Hamilton, Ontario",3 + 1,3
"799,900","Hamilton, ON","300 East 32nd Street, Hamilton, Ontario",3 + 1,2
"679,000","Hamilton, ON","224 BRUCEDALE AVE E, Hamilton, Ontario",2 + 2,2
"1,099,000","Guelph, ON","72 PINE RIDGE Drive, Guelph, Ontario",2 + 1,3
"619,900","Guelph, ON","2 COLONIAL Drive Unit# 306, Guelph, Ontario",2 + 0,2
"499,900","Guelph, ON","18 40 Imperial Road N, Guelph, Ontario",3,1
"709,900","Guelph, ON","#611 -1291 GORDON ST, Guelph, Ontario",4,4
"899,900","Guelph, ON",Address not available,3 + 1,2
"799,000","Guelph, ON","40 JEFFREY Drive, Guelph, Ontario",3 + 0,3
"499,900","Guelph, ON","35 MOUNTFORD Drive Unit# 25, Guelph, Ontario",2 + 0,1
"799,900","Guelph, ON","71 BAYBERRY Drive Unit# D406, Guelph, Ontario",2 + 0,2
"709,900","Guelph, ON","1291 GORDON Street Unit# 611, Guelph, Ontario",4 + 0,4
"899,900","Guelph, ON","51 KIPLING Avenue, Guelph, Ontario",3 + 1,3
"899,900","Guelph, ON","33 RYDE RD, Guelph, Ontario",3 + 1,4
"799,000","Guelph, ON","90 MERION Street, Guelph, Ontario",2 + 1,2
"1,399,000","Guelph, ON","16 DRIFTWOOD DR, Guelph, Ontario",2 + 1,3
"899,900","Guelph, ON","33 RYDE Road, Guelph, Ontario",3 + 1,4
"999,900","Guelph, ON","183 LAW DR, Guelph, Ontario",3 + 0,3
"1,149,900","Guelph, ON","18 HENDERSON DR, Guelph, Ontario",4,4
"1,149,900","Guelph, ON","18 HENDERSON Drive, Guelph, Ontario",3 + 1,4
"1,399,000","Guelph, ON","16 DRIFTWOOD Drive, Guelph, Ontario",2 + 1,3
"1,449,900","Guelph, ON","8 CRAWFORD Street, Guelph, Ontario",5 + 0,3
"879,900","Guelph, ON","11 SOUTHCREEK TR, Guelph, Ontario",3,3
"529,900","Guelph, ON","#107 -104 SUMMIT RIDGE DR, Guelph, Ontario",2,1
"649,000","Guelph, ON","98 NEEVE Street, Guelph, Ontario",3 + 0,2
"799,900","Guelph, ON","29 PORTER Drive, Guelph, Ontario",2 + 1,2
"659,900","Guelph, ON","7 KAY CRES, Guelph, Ontario",2,1
"879,900","Guelph, ON","11 SOUTHCREEK Trail, Guelph, Ontario",3 + 0,3
"850,000","Guelph, ON","23 CROSSINGHAM Drive, Guelph, Ontario",2 + 1,2
"899,999","Guelph, ON","232 SEVERN Drive, Guelph, Ontario",3 + 0,3
"899,900","Guelph, ON","66 COULING Crescent, Guelph, Ontario",4 + 0,4
"529,900","Guelph, ON","104 SUMMIT RIDGE Drive Unit# 107, Guelph, Ontario",2 + 0,1
"715,000","Guelph, ON","15 CONROY Crescent, Guelph, Ontario",3 + 0,3
"659,900","Guelph, ON","7 KAY Crescent Unit# 611, Guelph, Ontario",2 + 0,1
"899,999","Guelph, ON","232 SEVERN DR, Guelph, Ontario",3,3
"949,900","Guelph, ON","52 FERMAN Drive, Guelph, Ontario",3 + 0,3
"1,199,000","Guelph, ON","58 HANDS DR, Guelph, Ontario",4,4
"420,000","Guelph, ON","105 CONROY Crescent Unit# 205, Guelph, Ontario",2 + 0,1
"700,000","Guelph, ON","920 EDINBURGH Road S Unit# 6, Guelph, Ontario",3 + 1,3
"615,000","Guelph, ON","#66 -40 IMPERIAL RD N, Guelph, Ontario",3,1
"1,369,999","Guelph, ON","43 WILTON RD, Guelph, Ontario",3 + 1,4
"615,000","Guelph, ON","40 IMPERIAL Road N Unit# 66, Guelph, Ontario",3 + 0,1
"1,199,000","Guelph, ON","58 HANDS Drive, Guelph, Ontario",4 + 0,4
"799,900","Guelph, ON","235 SILURIAN Drive, Guelph, Ontario",3 + 1,4
"1,299,900","Guelph, ON","8 MARLBOROUGH RD, Guelph, Ontario",3 + 2,3
"1,369,999","Guelph, ON","43 WILTON Road, Guelph, Ontario",3 + 1,4
"579,900","Guelph, ON","539 WILLOW Road Unit# 19, Guelph, Ontario",3 + 0,2
"2,990,000","Guelph, ON","95 DAWN Avenue, Guelph, Ontario",3 + 0,3
"898,988","Guelph, ON","#1 -165 TERRAVIEW CRES, Guelph, Ontario",3 + 1,3
"799,900","Guelph, ON","411 IMPERIAL RD, Guelph, Ontario",2 + 3,2
"499,900","Guelph, ON","#5 -126 WATSON PKWY N, Guelph, Ontario",1,1
"898,988","Guelph, ON","165 W TERRAVIEW Crescent Unit# 1, Guelph, Ontario",3 + 1,3
"529,900","Guelph, ON","#117 -308 WATSON PKWY N, Guelph, Ontario",1 + 1,1
"529,900","Guelph, ON","117 308 Watson Parkway N, Guelph, Ontario",1,1
"1,169,000","Guelph, ON","17 MUNROE CRES, Guelph, Ontario",4,3
"1,749,000","Guelph, ON","57 MONTICELLO Crescent, Guelph, Ontario",4 + 2,4
"1,169,000","Guelph, ON","17 MUNROE Crescent, Guelph, Ontario",3 + 1,3
"649,900","Guelph, ON","123 CONROY Crescent, Guelph, Ontario",3 + 1,2
"799,000","Guelph, ON","3 CATHCART Street, Guelph, Ontario",3 + 1,2
"1,250,000","Guelph, ON","254 GOSLING Gardens Unit# 21, Guelph, Ontario",3 + 0,4
"488,000","Guelph, ON","#19 -40 IMPERIAL RD N, Guelph, Ontario",3,1
"599,900","Guelph, ON","#301 -35 KINGSBURY SQ, Guelph, Ontario",2,2
"1,150,000","Guelph, ON","17 ROOKE Court, Guelph, Ontario",4 + 0,3
"1,150,000","Guelph, ON","17 ROOKE CRT, Guelph, Ontario",4,3
"599,900","Guelph, ON","35 KINGSBURY Square Unit# 301, Guelph, Ontario",2 + 0,2
"1,099,000","Guelph, ON","27 KORTRIGHT RD E, Guelph, Ontario",4,3
"1,050,000","Guelph, ON","11 HUNT ST, Guelph, Ontario",3 + 1,4
"899,900","Guelph, ON","410 GRANGE RD, Guelph, Ontario",3 + 1,4
"1,290,000","Guelph, ON","486 COLLEGE AVE W, Guelph, Ontario",3 + 3,4
"1,290,000","Guelph, ON","486 COLLEGE Avenue W, Guelph, Ontario",3 + 3,4
"749,900","Guelph, ON","13 EXTRA ST, Guelph, Ontario",3,2
"899,999","Guelph, ON","128 CONROY Crescent, Guelph, Ontario",3 + 0,3
"1,050,000","Guelph, ON","11 HUNT Street, Guelph, Ontario",3 + 1,4
"1,199,900","Guelph, ON","180 MACALISTER BLVD, Guelph, Ontario",4,3
"939,900","Guelph, ON","#91 -60 ARKELL RD, Guelph, Ontario",3,4
"549,900","Guelph, ON","89 WESTWOOD Road Unit# 402, Guelph, Ontario",2 + 0,2
"699,900","Guelph, ON","66 RODGERS Road Unit# 43, Guelph, Ontario",3 + 1,3
"899,900","Guelph, ON","33 GOSLING Gardens, Guelph, Ontario",3 + 0,3
"1,399,900","Guelph, ON","41 NORMA Crescent, Guelph, Ontario",3 + 3,4
"939,900","Guelph, ON","60 ARKELL Road Unit# 91, Guelph, Ontario",3 + 0,4
"649,900","Guelph, ON","#323 -1291 GORDON ST N, Guelph, Ontario",3,3
"924,999","Guelph, ON","52 WATERLOO Avenue, Guelph, Ontario",5 + 3,4
"1,149,900","Guelph, ON","166 CURZON CRES, Guelph, Ontario",3 + 2,4
"799,000","Guelph, ON","12 TERRAVIEW CRES, Guelph, Ontario",2,3
"699,900","Guelph, ON","226 SEVERN DR, Guelph, Ontario",3,3
"690,000","Guelph, ON","177 FIFE RD, Guelph, Ontario",3,2
"1,149,900","Guelph, ON","166 CURZON Crescent, Guelph, Ontario",3 + 2,4
"699,900","Guelph, ON","52 COLE RD, Guelph, Ontario",3,1
"459,900","Guelph, ON","#103 -1280 GORDON ST, Guelph, Ontario",1,1
"649,900","Guelph, ON","308 WATSON Parkway N Unit# 102, Guelph, Ontario",2 + 0,2
"649,900","Guelph, ON","#102 -308 WATSON PKWY N, Guelph, Ontario",2,2
"899,900","Guelph, ON","410 GRANGE Road, Guelph, Ontario",3 + 1,4
"699,000","Guelph, ON","#21 -920 EDINBURGH RD S, Guelph, Ontario",3 + 1,3
"690,000","Guelph, ON","177 FIFE Road, Guelph, Ontario",3 + 0,2
"850,000","Guelph, ON","18 CARNABY Crescent, Guelph, Ontario",3 + 0,2
"2,249,900","Guelph, ON","201 MALTBY Road W, Guelph, Ontario",3 + 2,4
"799,900","Guelph, ON","282 PAISLEY Road, Guelph, Ontario",3 + 0,3
"700,000","Guelph, ON","462 WILLOW Road, Guelph, Ontario",3 + 0,2
"679,999","Guelph, ON","101 DOVERCLIFFE Road, Guelph, Ontario",3 + 0,2
"699,900","Guelph, ON","113 DOVERCLIFFE RD, Guelph, Ontario",3,2
"849,900","Guelph, ON","57 HAGAN AVE, Guelph, Ontario",3,2
"699,900","Guelph, ON","50 RIDGEWOOD AVE, Guelph, Ontario",3 + 1,2
"3,899,900","Guelph, ON","140 MARY ST, Guelph, Ontario",5,6
"3,899,900","Guelph, ON","140 MARY Street Unit# Lot 1, Guelph, Ontario",5 + 0,6
"1,199,900","Guelph, ON","180 MACALISTER Boulevard, Guelph, Ontario",4 + 0,3
"750,000","Guelph, ON","#30 -941 GORDON ST, Guelph, Ontario",3,3
"2,750,000","Guelph, ON","1971 GORDON ST, Guelph, Ontario",5 + 1,4
"2,750,000","Guelph, ON","1971 GORDON Street, Guelph, Ontario",5 + 1,4
"950,000","Guelph, ON","4 MCCANN ST, Guelph, Ontario",3,4
"1,150,000","Guelph, ON","4 MCCANN Street, Guelph, Ontario",3 + 0,4
"750,000","Guelph, ON","941 GORDON Street Unit# 30, Guelph, Ontario",3 + 0,3
"724,999","Guelph, ON","1284 GORDON Street Unit# 302, Guelph, Ontario",4 + 0,4
"749,990","Guelph, ON","#38 -88 DECORSO DR, Guelph, Ontario",3,3
"629,900","Guelph, ON","#306 -2 COLONIAL DR, Guelph, Ontario",2,2
"889,900","Guelph, ON","54 LAUGHLAND LANE, Guelph, Ontario",3 + 1,7
"889,900","Guelph, ON","54 Laughland Lane, Guelph, Ontario",3 + 1,4
"1,199,900","Guelph, ON","49 SPENCER CRESCENT CRES, Guelph, Ontario",3,4
"4,250,000","Guelph, ON","372 CRAWLEY Road, Guelph, Ontario",,
"499,900","Guelph, ON","#412 -107 BAGOT ST, Guelph, Ontario",3,2
"1,199,900","Guelph, ON","49 SPENCER Crescent, Guelph, Ontario",3 + 0,4
"849,900","Guelph, ON","57 HAGAN Avenue, Guelph, Ontario",3 + 0,2
"899,900","Guelph, ON","23 HALES CRES, Guelph, Ontario",3 + 3,2
"499,900","Guelph, ON","107 BAGOT Street Unit# 412, Guelph, Ontario",3 + 0,2
"899,900","Guelph, ON","23 HALES Crescent, Guelph, Ontario",3 + 3,2
"999,900","Guelph, ON","7 SINCLAIR Street, Guelph, Ontario",3 + 0,4
"1,399,900","Guelph, ON","256 CARRINGTON Drive, Guelph, Ontario",3 + 0,3
"1,150,000","Guelph, ON","75 WHITE PINE WAY, Guelph, Ontario",2 + 1,3
"1,150,000","Guelph, ON","75 WHITE PINE Way, Guelph, Ontario",2 + 1,3
"985,000","Guelph, ON","98 MCARTHUR CRES, Guelph, Ontario",3,3
"749,900","Guelph, ON","127 JANEFIELD AVE, Guelph, Ontario",4,3
"649,919","Guelph, ON","1291 GORDON Street Unit# 202, Guelph, Ontario",4 + 0,4
"989,900","Guelph, ON","129 ELIZABETH ST, Guelph, Ontario",4,3
"635,000","Guelph, ON","#413 -1291 GORDON ST, Guelph, Ontario",3,3
"999,900","Guelph, ON","140 LAW DR, Guelph, Ontario",3,3
"874,900","Guelph, ON","#94 -302 COLLEGE AVE W, Guelph, Ontario",3,2
"874,900","Guelph, ON","302 COLLEGE Avenue W Unit# 94, Guelph, Ontario",3 + 0,2
"749,900","Guelph, ON","127 JANEFIELD Avenue, Guelph, Ontario",4 + 0,3
"985,000","Guelph, ON","98 MCARTHUR Crescent, Guelph, Ontario",3 + 0,3
"999,900","Guelph, ON","140 LAW Drive, Guelph, Ontario",3 + 0,3
"989,900","Guelph, ON","129 ELIZABETH Street, Guelph, Ontario",4 + 0,3
"999,999","Guelph, ON","116 MCARTHUR CRES, Guelph, Ontario",3,4
"1,000,000","Guelph, ON","22 WILTON RD, Guelph, Ontario",3,2
"1,450,000","Guelph, ON","95 DAWN Avenue, Guelph, Ontario",3 + 0,2
"599,900","Guelph, ON","#119 -1440 GORDON ST, Guelph, Ontario",2,2
"599,900","Guelph, ON","1440 GORDON Street Unit# 119, Guelph, Ontario",2 + 0,2
"899,900","Guelph, ON","124 GOSLING Gardens Unit# 10, Guelph, Ontario",3 + 0,3
"799,900","Guelph, ON","#712 -1878 GORDON ST, Guelph, Ontario",2,2
"899,900","Guelph, ON","56 LINCOLN Crescent, Guelph, Ontario",3 + 2,2
"1,349,000","Guelph, ON","135-137 GRANGE ST, Guelph, Ontario",4 + 2,4
"975,000","Guelph, ON","206 ERAMOSA Road, Guelph, Ontario",4 + 3,3
"799,900","Guelph, ON","35 KINGSBURY Square Unit# 408, Guelph, Ontario",2 + 0,2
"799,900","Guelph, ON","#46 -18 DUGGAN ST, Guelph, Ontario",2,3
"799,900","Guelph, ON","18 DUGGAN Drive Unit# 46, Guelph, Ontario",2 + 0,3
"964,000","Guelph, ON","71 WYNDHAM Street S Unit# 701, Guelph, Ontario",2 + 0,2
"1,001,000","Guelph, ON","71 WYNDHAM Street S Unit# 501, Guelph, Ontario",2 + 0,2
"998,000","Guelph, ON","71 WYNDHAM Street S Unit# 411, Guelph, Ontario",2 + 0,2
"999,900","Guelph, ON","33 KENWOOD CRES, Guelph, Ontario",4,2
"999,900","Guelph, ON","33 KENWOOD Crescent, Guelph, Ontario",3 + 1,2
"1,299,900","Guelph, ON","52 KING ST, Guelph, Ontario",4,3
"935,000","Guelph, ON","45 FORBES AVE W, Guelph, Ontario",4,3
"949,900","Guelph, ON","336 IMPERIAL RD S, Guelph, Ontario",3,4
"699,900","Guelph, ON","#115 -1291 GORDON ST, Guelph, Ontario",4,4
"699,900","Guelph, ON","1291 GORDON Street Unit# 115, Guelph, Ontario",4 + 0,4
"749,000","Guelph, ON","560 COLLEGE AVE W, Guelph, Ontario",3 + 1,2
"689,900","Guelph, ON","#624 -1291 GORDON ST, Guelph, Ontario",4,4
"1,299,900","Guelph, ON","52 KING Street, Guelph, Ontario",4 + 0,3
"1,395,000","Guelph, ON","322 GORDON ST, Guelph, Ontario",8 + 0,4
"1,395,000","Guelph, ON","322 GORDON Street, Guelph, Ontario",8 + 0,4
"898,888","Guelph, ON","36 4 Steele Crescent, Guelph, Ontario",3,3
"849,900","Guelph, ON","39 WHEELER Avenue, Guelph, Ontario",2 + 1,2
"699,900","Guelph, ON","#621 -1291 GORDON ST, Guelph, Ontario",4,4
"699,900","Guelph, ON","1291 GORDON Street Unit# 621, Guelph, Ontario",4 + 0,4
"699,900","Guelph, ON","#522 -1291 GORDON ST, Guelph, Ontario",4,4
"625,000","Guelph, ON","1291 GORDON Street Unit# 210, Guelph, Ontario",3 + 0,3
"900,000","Guelph, ON","108 FRESHMEADOW Way, Guelph, Ontario",3 + 1,2
"999,900","Guelph, ON","134 LEE ST, Guelph, Ontario",3,3
"999,900","Guelph, ON","134 LEE Street, Guelph, Ontario",3,3
"629,900","Guelph, ON","#404 -1219 GORDON ST, Guelph, Ontario",4,4
"629,999","Guelph, ON","1291 GORDON Street Unit# 219, Guelph, Ontario",3 + 0,3
"599,900","Guelph, ON","#218 -1291 GORDON ST, Guelph, Ontario",3,3
"629,000","Guelph, ON","1219 GORDON Street Unit# 402, Guelph, Ontario",4 + 0,0
"799,900","Guelph, ON","75 JANEFIELD Avenue, Guelph, Ontario",6 + 0,3
"799,900","Guelph, ON","75 JANEFIELD AVE, Guelph, Ontario",6,3
"5,200,000","Guelph, ON","88 CRAWLEY Road, Guelph, Ontario",,
"999,000","Guelph, ON","#1601 -150 WELLINGTON ST E, Guelph, Ontario",2,2
"999,000","Guelph, ON","150 WELLINGTON Street E Unit# 1601, Guelph, Ontario",2 + 0,2
"1,585,000","Guelph, ON","17 CHERRY BLOSSOM Circle, Guelph, Ontario",2 + 1,3
"1,499,000","Guelph, ON","739 STONE Road E, Guelph, Ontario",,
"869,999","Guelph, ON","#411 -332 GOSLING GDNS S, Guelph, Ontario",2,2
"999,900","Guelph, ON","187 ARTHUR ST N, Guelph, Ontario",5,3
"2,998,000","Guelph, ON","27 BARBER AVE, Guelph, Ontario",8,4
"2,998,000","Guelph, ON","27 BARBER Avenue, Guelph, Ontario",8 + 0,4
"3,700,000","Guelph, ON","40-50 COWAN Place, Guelph, Ontario",,
